Species,DBH,Colony,Foraged,Distance,succession
Cordia_dwyeri,24.7,4,0,41.48242743,n
Cordia_dwyeri,8.8,4,0,35.43585755,n
Cordia_dwyeri,24.7,4,0,33.70636883,n
Cordia_dwyeri,8.8,4,0,30.44530373,n
Cordia_dwyeri,24.7,8,0,41.48242743,n
Cordia_dwyeri,24.7,6,0,41.48242743,n
Cordia_dwyeri,5.7,7,0,48.08405429,n
Cordia_dwyeri,24.7,8,0,33.70636883,n
Cordia_dwyeri,24.7,4,0,20.52223329,n
Cordia_dwyeri,11.8,6,0,23.86201078,n
Cordia_dwyeri,5.7,7,0,26.96105562,n
Cordia_dwyeri,8.8,8,0,8.438854099,n
Cordia_dwyeri,24.7,6,0,20.52223329,n
Cordia_dwyeri,7,5,0,19.47705507,n
Cordia_dwyeri,11.8,6,0,21.27316955,n
Cordia_dwyeri,8.8,8,0,30.44530373,n
Cordia_dwyeri,5.7,7,0,29.53189973,n
Cordia_dwyeri,7,5,0,5.278822169,n
Cordia_dwyeri,24.7,8,0,20.52223329,n
Cordia_dwyeri,7,5,0,27.36263498,n
Cordia_dwyeri,7,5,0,18.44410702,n
Cordia_dwyeri,7,5,0,36.69294483,n
Cordia_dwyeri,5.7,7,0,18.64102883,n
Cordia_dwyeri,24.7,6,0,33.70636883,n
Cordia_dwyeri,8.8,8,0,35.43585755,n
Cordia_dwyeri,27.2,7,0,18.89734536,n
Cordia_eriostigma,8.3,7,0,9.031081177,n
Cordia_eriostigma,8.3,7,0,36.02564793,n
Coussarea_hondensis,2.7,7,0,21.15928734,n
Coussarea_hondensis,6.7,9,0,32.10579673,n
Coussarea_hondensis,9.6,9,0,44.94966018,n
Coussarea_hondensis,9.6,9,0,16.69915208,n
Coussarea_hondensis,2.7,7,0,22.31174583,n
Coussarea_hondensis,6.7,9,0,37.33431818,n
Coussarea_hondensis,6.7,9,0,14.38187929,n
Coussarea_hondensis,6.7,9,0,23.47717615,n
Coussarea_hondensis,6.7,9,0,52.20519901,n
Coussarea_hondensis,2.7,7,0,34.99938278,n
Coussarea_hondensis,9.6,9,0,27.13782,n
Coussarea_hondensis,2.7,7,0,19.12892051,n
Coussarea_sp,7.4,9,1,24.75359556,n
Croton_schiedeanus,5.8,9,0,31.50157527,n
Croton_schiedeanus,5.8,9,0,6.521955555,n
Croton_schiedeanus,5.8,9,0,34.70242064,n
Croton_schiedeanus,16,6,0,37.22693245,n
Croton_schiedeanus,16,6,0,19.01029068,n
Cryosophila_warscewiczii,9.8,1,0,30.0514318,n
Cryosophila_warscewiczii,9.8,1,0,27.86404314,n
Cryosophila_warscewiczii,9.8,1,0,32.93820274,n
Cryosophila_warscewiczii,9.8,1,0,26.37918401,n
Cryosophila_warscewiczii,9.8,1,0,28.99430461,n
Cupania_cinerea,12.7,6,0,33.35621545,n
Cymbopetalum_torulosum,1.1,9,0,32.40519092,n
Cymbopetalum_torulosum,1.1,9,0,26.79658907,n
Cymbopetalum_torulosum,2.8,9,0,30.67146068,n
Cymbopetalum_torulosum,2.8,9,0,38.63187932,n
Cymbopetalum_torulosum,2.8,9,0,37.34734572,n
Dendropanax_arboreus,48.7,6,1,31.99363306,n
Dendropanax_arboreus,35.3,1,0,11.41431119,n
Dendropanax_arboreus,35.4,1,1,46.95716919,n
Dendropanax_arboreus,35.3,1,0,37.60590058,n
Dendropanax_stenodontus,6.1,4,0,35.73290778,n
Dendropanax_stenodontus,6.1,4,0,27.84393003,n
Dendropanax_stenodontus,6.1,4,0,55.67665336,n
Dendropanax_stenodontus,6.1,4,0,32.68651794,n
Dendropanax_stenodontus,6.1,4,0,47.83744349,n
Dendropanax_stenodontus,6.1,8,0,38.02385041,n
Dendropanax_stenodontus,6.1,8,0,47.83744349,n
Dendropanax_stenodontus,6.1,8,0,27.84393003,n
Dendropanax_stenodontus,6.1,8,0,32.68651794,n
Dendropanax_stenodontus,6.1,4,0,38.02385041,n
Dendropanax_stenodontus,6.1,8,0,24.78984866,n
Dendropanax_stenodontus,6.1,8,0,17.5649936,n
Dendropanax_stenodontus,6.1,8,0,35.73290778,n
Dendropanax_stenodontus,6.1,4,0,17.5649936,n
Dendropanax_stenodontus,6.1,8,0,55.67665336,n
Dendropanax_stenodontus,6.1,4,0,24.78984866,n
Desmopsis_microcarpa,7,4,0,18.44410702,n
Desmopsis_microcarpa,7,4,0,36.69294483,n
Desmopsis_microcarpa,7,4,0,27.36263498,n
Desmopsis_microcarpa,2.5,5,0,22.68962811,n
Desmopsis_microcarpa,2.5,5,0,25.72913212,n
Desmopsis_microcarpa,7,4,0,5.278822169,n
Desmopsis_microcarpa,2.5,5,0,32.2627811,n
Desmopsis_microcarpa,7,4,0,19.47705507,n
Dichapetalum_stipulatum,3.1,8,0,34.31562326,n
Dichapetalum_stipulatum,3.1,6,0,25.08156892,n
Dichapetalum_stipulatum,3.1,8,0,37.54310416,n
Dichapetalum_stipulatum,3.1,6,0,34.31562326,n
Dichapetalum_stipulatum,3.1,4,0,37.54310416,n
Dichapetalum_stipulatum,3.1,4,0,34.31562326,n
Dichapetalum_stipulatum,3.1,8,0,25.08156892,n
Dichapetalum_stipulatum,3.1,4,0,25.08156892,n
Dichapetalum_stipulatum,3.1,6,0,37.54310416,n
Dinizia_excelsa,7.3,5,0,30.51389907,n
Dinizia_excelsa,7.3,5,0,22.31036572,n
Dipteryx_panamensis,4.2,4,0,31.27070935,n
Dipteryx_panamensis,4.2,4,0,14.3683736,n
Dipteryx_panamensis,4.2,4,0,32.51860083,n
Dipteryx_panamensis,4.2,4,0,46.64253721,n
Dipteryx_panamensis,4.2,4,0,8.048696016,n
Dipteryx_panamensis,4.2,4,0,10.21961632,n
Dipteryx_panamensis,4.2,4,0,14.14158306,n
Dipteryx_panamensis,4.2,4,0,32.32629818,n
Dipteryx_panamensis,4.2,4,0,16.4630274,n
Drypetes_variabilis,15.9,4,0,25.92959892,n
Drypetes_variabilis,15.9,8,1,26.40309507,n
Durio_zibethianus,7.6,9,0,20.71349574,n
Dussia_macroprophyllata,2.7,7,0,34.99938278,n
Dussia_macroprophyllata,2.7,7,0,21.15928734,n
Dussia_macroprophyllata,2.7,7,0,19.12892051,n
Dussia_macroprophyllata,5.2,7,0,20.51048471,n
Dussia_macroprophyllata,2.7,7,0,22.31174583,n
Dussia_macroprophyllata,5.2,7,0,28.0904217,n
Dussia_macroprophyllata,5.2,7,0,7.706454871,n
Dussia_macroprophyllata,54.5,5,0,13.49204833,n
Dussia_macroprophyllata,5.2,7,0,22.16036955,n
Dussia_tessmannii,13,9,0,22.33832255,n
Dussia_tessmannii,13,9,0,17.6514492,n
Dussia_tessmannii,13,9,0,47.72762408,n
Dussia_tessmannii,13,9,0,40.63196192,n
Erythrina_cochleata,9.9,4,0,47.17510424,n
Erythrina_cochleata,4.3,7,0,20.55862683,n
Erythrina_cochleata,55,4,1,16.63136795,n
Erythrina_cochleata,54,6,0,34.37773304,n
Erythrina_cochleata,18.8,9,0,40.66606099,n
Erythrina_cochleata,54,6,0,60.43985522,n
Erythrina_cochleata,54,6,0,14.16646368,n
Erythrina_cochleata,9.9,4,0,8.968037689,n
Erythrina_cochleata,54,6,0,4.473351857,n
Erythrina_cochleata,13.1,4,0,29.55056006,n
Erythrina_cochleata,4.3,7,0,24.39527554,n
Erythrina_cochleata,20.3,4,0,13.82237679,n
Erythrina_cochleata,13.1,4,0,13.49935181,n
Erythrina_cochleata,64,7,0,22.63893921,n
Erythroxylon_sp.,6.1,4,0,55.67665336,n
Erythroxylon_sp.,6.1,4,0,47.83744349,n
Erythroxylon_sp.,6.1,4,0,27.84393003,n
Erythroxylon_sp.,6.1,4,0,35.73290778,n
Erythroxylon_sp.,6.1,4,0,38.02385041,n
Erythroxylon_sp.,9.2,5,0,30.58964095,n
Erythroxylon_sp.,6.1,4,0,32.68651794,n
Erythroxylon_sp.,6.1,4,0,17.5649936,n
Erythroxylon_sp.,9.2,5,0,26.808106,n
Erythroxylon_sp.,6.1,4,0,24.78984866,n
Erythroxylon_sp.,9.2,5,0,10.88225161,n
Eschweilera_calyculata,7.8,1,1,39.0766887,n
Eschweilera_calyculata,7.8,1,1,12.67818966,n
Faramea_multiflora,8.5,9,0,44.68018402,n
Faramea_multiflora,8.5,9,0,7.782328251,n
Faramea_multiflora,8.5,9,0,22.49189026,n
Faramea_multiflora,8.5,9,0,9.190788867,n
Faramea_parvibractea,1.8,9,0,7.258437224,n
Faramea_parvibractea,1.8,9,0,21.60457551,n
Faramea_parvibractea,1.8,9,0,10.32116757,n
Faramea_parvibractea,1.8,9,0,12.90700451,n
Ficus_maxima,7.7,9,0,42.40632916,n
Ficus_maxima,7.7,9,0,23.81697924,n
Ficus_maxima,64.5,4,1,36.52626726,n
Ficus_maxima,7.7,9,0,25.86002108,n
Ficus_maxima,64.5,8,0,51.61248753,n
Ficus_maxima,64.5,8,0,16.90273863,n
Ficus_maxima,7.7,9,0,18.53780909,n
Ficus_tonduzii,11.5,9,0,38.17989174,n
Ficus_tonduzii,11.5,9,0,10.80253674,n
Ficus_tonduzii,11.5,9,0,38.43009888,n
Ficus_turrialbano,12.3,9,1,11.79110575,n
Genipa_americana,63.5,1,0,19.34669433,n
Geonoma_longevaginata,4.4,1,0,34.10115317,n
Geonoma_longevaginata,3.8,1,0,35.69999599,n
Geonoma_longevaginata,4.4,1,0,41.90883264,n
Geonoma_longevaginata,3.5,9,0,19.3738271,n
Geonoma_longevaginata,3.8,1,0,7.642103792,n
Geonoma_longevaginata,4.4,1,0,13.85235942,n
Goethalsia_meiantha,34.5,9,0,21.07448336,n
Goethalsia_meiantha,48.7,6,0,33.64098245,n
Goethalsia_meiantha,12.8,9,0,30.06968779,n
Goethalsia_meiantha,48.7,8,0,34.04451599,n
Goethalsia_meiantha,67.5,10,0,14.44008656,n
Goethalsia_meiantha,48.7,8,0,33.64098245,n
Goethalsia_meiantha,37,9,0,30.88534906,n
Goethalsia_meiantha,69.5,8,0,21.92244921,n
Goethalsia_meiantha,45,9,0,29.56212743,n
Goethalsia_meiantha,31,9,0,34.30128661,n
Goethalsia_meiantha,48.7,8,0,36.66684478,n
Goethalsia_meiantha,69.5,4,0,21.92244921,n
Goethalsia_meiantha,45,9,0,22.68576289,n
Goethalsia_meiantha,35,9,1,20.26593764,n
Goethalsia_meiantha,48.7,4,0,36.66684478,n
Goethalsia_meiantha,36,9,0,26.29076502,n
Goethalsia_meiantha,48.7,6,0,36.66684478,n
Goethalsia_meiantha,69.5,8,0,2.902447243,n
Goethalsia_meiantha,55,9,0,17.6690338,n
Goethalsia_meiantha,69.5,4,0,2.902447243,n
Goethalsia_meiantha,31.5,9,0,34.42953373,n
Goethalsia_meiantha,45,9,0,33.09060874,n
Goethalsia_meiantha,33,9,0,30.64775528,n
Goethalsia_meiantha,69.5,8,0,29.07032164,n
Goethalsia_meiantha,69.5,4,0,27.05133359,n
Goethalsia_meiantha,36,9,0,49.50756659,n
Goethalsia_meiantha,45,9,0,38.75773302,n
Goethalsia_meiantha,48.7,4,0,33.64098245,n
Goethalsia_meiantha,69.5,8,0,27.05133359,n
Goethalsia_meiantha,55,9,0,11.90366191,n
Goethalsia_meiantha,48.7,6,0,34.04451599,n
Goethalsia_meiantha,55,9,0,51.54532201,n
Goethalsia_meiantha,31.5,9,0,40.03153898,n
Goethalsia_meiantha,25.5,9,0,18.20565952,n
Goethalsia_meiantha,36,9,0,34.03838128,n
Goethalsia_meiantha,34.5,9,0,34.91535627,n
Goethalsia_meiantha,69.5,4,0,29.07032164,n
Goethalsia_meiantha,57,7,0,22.37253056,n
Goethalsia_meiantha,25.5,9,0,24.99755612,n
Goethalsia_meiantha,32.5,7,1,14.26359142,n
Goethalsia_meiantha,31,9,0,25.35297943,n
Goethalsia_meiantha,34.5,9,0,23.57196031,n
Goethalsia_meiantha,33.3,9,0,24.70417401,n
Goethalsia_meiantha,48.7,4,0,34.04451599,n
Guarea_bullata,7.7,5,0,18.53780909,n
Guarea_bullata,6.8,5,0,12.10419471,n
Guarea_bullata,6.8,5,0,11.46304494,n
Guarea_bullata,7.7,5,0,23.81697924,n
Guarea_bullata,7.7,5,0,42.40632916,n
Guarea_bullata,6,5,0,16.33745464,n
Guarea_bullata,34.7,1,0,15.35395592,n
Guarea_bullata,6,5,0,21.96542371,n
Guarea_bullata,6.8,5,0,28.70978393,n
Guarea_bullata,6,5,0,9.147929129,n
Guarea_bullata,6,5,0,11.71385931,n
Guarea_bullata,6.8,5,0,33.20890931,n
Guarea_bullata,7.7,5,0,25.86002108,n
Guarea_bullata,27,9,0,14.23202439,n
Guarea_bullata,34.7,1,0,23.7188642,n
Guarea_rhopalocarpa,24,9,0,13.34425121,n
Guarea_rhopalocarpa,10.1,5,0,12.68771059,n
Guarea_rhopalocarpa,24,9,0,37.24504799,n
Guarea_rhopalocarpa,2.7,10,0,34.99938278,n
Guarea_rhopalocarpa,21.3,8,0,36.47824694,n
Guarea_rhopalocarpa,7.5,5,0,25.85974671,n
Guarea_rhopalocarpa,8.4,5,0,13.83150607,n
Guarea_rhopalocarpa,7.5,5,0,42.76694635,n
Guarea_rhopalocarpa,21.3,8,0,16.19958701,n
Guarea_rhopalocarpa,23.5,5,0,3.728946127,n
Guarea_rhopalocarpa,21.3,4,0,16.19958701,n
Guarea_rhopalocarpa,7.5,5,0,26.61732785,n
Guarea_rhopalocarpa,10.1,5,0,24.77883031,n
Guarea_rhopalocarpa,2.7,10,0,21.15928734,n
Guarea_rhopalocarpa,2.7,10,0,19.12892051,n
Guarea_rhopalocarpa,10.1,5,0,8.578712725,n
Guarea_rhopalocarpa,14.5,4,0,49.52520974,n
Guarea_rhopalocarpa,23.5,5,0,11.75673757,n
Guarea_rhopalocarpa,21.3,4,0,36.47824694,n
Guarea_rhopalocarpa,10.1,5,0,7.23479265,n
Guarea_rhopalocarpa,7.5,5,0,39.08529775,n
Guarea_rhopalocarpa,23.5,5,0,12.93678941,n
Guarea_rhopalocarpa,2.7,10,0,22.31174583,n
Guarea_rhopalocarpa,7.5,5,0,30.64902495,n
Guarea_sp,17,10,0,20.56628552,n
Guarea_sp,17,10,0,16.92208616,n
Guarea_sp,17,10,0,44.50036404,n
Guarea_sp,17,10,0,40.14646311,n
Guarea_sp,17,10,0,59.68706811,n
Guatteria_aeruginosa,30.8,5,0,24.69597263,n
Guatteria_diospyriodes,14.2,5,0,17.62512411,n
Guatteria_diospyriodes,14.2,5,0,19.26167618,n
Guatteria_diospyriodes,14.2,5,0,20.82831434,n
Hamelia_patens,9.1,6,0,7.4623241,n
Hamelia_patens,9.1,6,0,32.95622189,n
Hamelia_patens,8.2,7,0,40.21546083,n
Hamelia_patens,9.1,6,0,38.27644648,n
Hamelia_patens,9.1,6,0,9.878652919,n
Hamelia_xerocarpa,1.5,4,0,59.93224341,n
Hampea_appendiculata,16.5,9,0,40.43855759,n
Hampea_appendiculata,16.5,9,0,7.729074977,n
Hampea_appendiculata,16.5,9,0,52.93771713,n
Hampea_appendiculata,16.5,9,0,20.23804066,n
Hampea_appendiculata,21.9,7,0,26.68147404,n
Hampea_appendiculata,18,4,0,30.91709236,n
Hampea_appendiculata,47.2,4,0,38.01303592,n
Hampea_appendiculata,47.5,4,0,32.46422983,n
Hampea_appendiculata,20.4,7,0,47.5436771,n
Hampea_appendiculata,47.5,4,0,16.6251406,n
Hampea_appendiculata,21.9,7,0,18.82545706,n
Hampea_appendiculata,21.9,7,0,30.84209641,n
Hampea_appendiculata,16.5,9,0,36.90621393,n
Hampea_appendiculata,47.5,4,0,32.9987424,n
Hampea_appendiculata,16.5,9,0,21.37854298,n
Hampea_appendiculata,21.9,7,0,45.35904178,n
Hernandia_didymantha,1.7,4,0,16.22148773,n
Hernandia_didymantha,9.2,9,0,10.88225161,n
Hernandia_didymantha,67,9,0,21.80606873,n
Hernandia_didymantha,1.7,8,0,53.95915863,n
Hernandia_didymantha,1.7,4,0,62.65041963,n
Hernandia_didymantha,1.7,4,0,23.58137181,n
Hernandia_didymantha,1.7,8,0,15.47106008,n
Hernandia_didymantha,1.7,8,0,62.65041963,n
Hernandia_didymantha,1.7,4,0,15.47106008,n
Hernandia_didymantha,1.7,8,0,16.22148773,n
Hernandia_didymantha,9.2,9,0,30.58964095,n
Hernandia_didymantha,9.2,9,0,26.808106,n
Hernandia_didymantha,62.9,4,0,22.66328308,n
Hernandia_didymantha,1.7,8,0,23.58137181,n
Hernandia_didymantha,1.7,4,0,53.95915863,n
Hernandia_stenura,39.2,4,0,0.30016662,n
Hernandia_stenura,36.5,5,0,28.63762106,n
Hernandia_stenura,49.8,6,0,32.40462143,n
Herrania_purpurea,5.2,1,0,7.706454871,c
Herrania_purpurea,5.2,1,0,22.16036955,c
Herrania_purpurea,5.2,1,0,28.0904217,c
Herrania_purpurea,5.2,1,0,20.51048471,c
Hura_crepitans,13.1,8,0,29.55056006,n
Hura_crepitans,13.1,8,0,13.49935181,n
Hyeronima_alchorneoides,4,4,0,11.80482622,c
Hyeronima_alchorneoides,79.5,5,0,28.24808471,c
Hyeronima_alchorneoides,79.5,5,0,9.506475122,c
Hyeronima_alchorneoides,4,4,0,17.57327373,c
Hyeronima_alchorneoides,4,4,0,24.1524181,c
Hyeronima_alchorneoides,125,4,0,55.99009198,c
Hyeronima_alchorneoides,125,6,1,32.50293716,c
Hyeronima_alchorneoides,4,4,0,17.99133473,c
Hyeronima_alchorneoides,76,5,1,2.640585985,c
Hyeronima_alchorneoides,10.8,6,0,31.73675495,c
Hymenolobium_mesoamericanum,27.6,4,0,30.8087731,n
Hymenolobium_mesoamericanum,27.6,4,0,41.74424152,n
Inga_acuminata,14.2,8,0,20.82831434,n
Inga_acuminata,14.2,8,0,19.26167618,n
Inga_acuminata,14.2,8,0,17.62512411,n
Inga_alba,4.2,5,0,14.3683736,n
Inga_alba,13.3,4,0,51.88135021,n
Inga_alba,4.2,5,0,31.27070935,n
Inga_alba,25.2,4,0,33.13254141,n
Inga_alba,4.2,5,0,16.4630274,n
Inga_alba,4.2,5,0,8.048696016,n
Inga_alba,54.8,4,0,38.40352718,n
Inga_alba,25.2,4,0,24.93526176,n
Inga_alba,4.2,5,0,46.64253721,n
Inga_alba,7.3,5,1,17.52522285,n
Inga_alba,54.8,8,0,38.40352718,n
Inga_alba,25.2,8,0,33.13254141,n
Inga_alba,13.3,4,0,46.33003678,n
Inga_alba,25.2,8,0,24.93526176,n
Inga_alba,13.3,8,0,37.59964414,n
Inga_alba,4.2,5,0,10.21961632,n
Inga_alba,13.3,8,0,51.88135021,n
Inga_alba,13.3,8,0,47.4664945,n
Inga_alba,13.3,4,0,7.588732388,n
Inga_alba,13.3,8,0,7.588732388,n
Inga_alba,54.8,8,0,29.62466944,n
Inga_alba,54.8,4,0,29.62466944,n
Inga_alba,13.3,8,0,14.98814296,n
Inga_alba,13.3,8,0,46.33003678,n
Inga_alba,13.3,4,0,14.98814296,n
Inga_alba,4.2,5,0,32.32629818,n
Inga_alba,4.2,5,0,14.14158306,n
Inga_alba,4.2,5,0,32.51860083,n
Inga_alba,13.3,4,0,47.4664945,n
Inga_alba,13.3,4,0,37.59964414,n
Inga_cocleensis,4.2,5,0,14.14158306,n
Inga_cocleensis,4.2,5,0,32.32629818,n
Inga_cocleensis,4.2,5,0,10.21961632,n
Inga_cocleensis,4.2,5,0,8.048696016,n
Inga_cocleensis,4.2,5,0,14.3683736,n
Inga_cocleensis,4.2,5,0,46.64253721,n
Inga_cocleensis,4.2,5,0,32.51860083,n
Inga_cocleensis,4.2,5,0,31.27070935,n
Inga_cocleensis,4.2,5,0,16.4630274,n
Inga_leiocalycina,31.2,4,0,49.58526495,n
Inga_leiocalycina,5.5,5,0,40.13896301,n
Inga_leiocalycina,31.2,8,0,49.58526495,n
Inga_leiocalycina,6.9,9,0,34.54719592,n
Inga_leiocalycina,6.9,9,0,28.59065823,n
Inga_leiocalycina,5.5,5,0,26.5615902,n
Inga_leiocalycina,6.8,9,0,12.10419471,n
Inga_leiocalycina,6.8,9,0,33.20890931,n
Inga_leiocalycina,31.2,8,0,19.01299396,n
Inga_leiocalycina,6.8,9,0,11.46304494,n
Inga_leiocalycina,6.8,9,0,28.70978393,n
Inga_leiocalycina,31.2,4,0,19.01299396,n
Inga_leiocalycina,5.5,5,0,18.04954873,n
Inga_leiocalycina,6.9,9,0,27.25564361,n
Inga_leiocalycina,5.5,5,0,32.3466422,n
Inga_leiocalycina,5.5,5,0,10.49374149,n
Inga_paterno,49.2,8,0,22.57427627,n
Inga_paterno,1.8,10,0,10.32116757,n
Inga_paterno,34.5,7,0,21.07448336,n
Inga_paterno,34.5,7,0,34.91535627,n
Inga_paterno,49.1,9,1,24.22904714,n
Inga_paterno,1.8,10,0,21.60457551,n
Inga_paterno,36,8,0,49.50756659,n
Inga_paterno,36,8,0,34.03838128,n
Inga_paterno,24.5,10,0,1.918593235,n
Inga_paterno,34.5,7,0,23.57196031,n
Inga_paterno,49.2,8,0,38.71840002,n
Inga_paterno,24.5,8,0,1.918593235,n
Inga_paterno,49.2,4,0,22.57427627,n
Inga_paterno,36,8,0,26.29076502,n
Inga_paterno,24.5,8,0,27.48547233,n
Inga_paterno,49.2,4,0,38.71840002,n
Inga_paterno,36,4,0,26.29076502,n
Inga_paterno,1.8,10,0,7.258437224,n
Inga_paterno,24.5,10,0,21.94416048,n
Inga_paterno,24.5,8,0,21.94416048,n
Inga_paterno,24.5,10,0,27.48547233,n
Inga_paterno,42.5,7,1,37.08630545,n
Inga_paterno,36,4,0,34.03838128,n
Inga_paterno,36,4,0,49.50756659,n
Inga_paterno,1.8,10,0,12.90700451,n
Inga_pavoniana,11.5,4,0,38.17989174,n
Inga_pavoniana,6.5,9,0,25.48283272,n
Inga_pavoniana,11.5,4,0,10.80253674,n
Inga_pavoniana,6.5,9,0,24.56053837,n
Inga_pavoniana,4.5,5,0,35.46981993,n
Inga_pavoniana,4.2,5,0,32.51860083,n
Inga_pavoniana,4.5,5,0,28.86878581,n
Inga_pavoniana,6.5,9,0,37.51389546,n
Inga_pavoniana,4.2,5,0,14.3683736,n
Inga_pavoniana,4.5,5,0,10.28152468,n
Inga_pavoniana,4.2,5,0,8.048696016,n
Inga_pavoniana,4.5,5,0,50.16097344,n
Inga_pavoniana,11.5,4,0,38.43009888,n
Inga_pavoniana,3.8,5,0,7.642103792,n
Inga_pavoniana,3.8,5,0,35.69999599,n
Inga_pavoniana,4.2,5,0,46.64253721,n
Inga_pavoniana,4.2,5,0,31.27070935,n
Inga_pavoniana,4.2,5,0,14.14158306,n
Inga_pavoniana,4.2,5,0,10.21961632,n
Inga_pavoniana,6.5,9,0,39.72867892,n
Inga_pavoniana,4.2,5,0,16.4630274,n
Inga_pavoniana,4.5,5,0,31.48629019,n
Inga_pavoniana,4.2,5,0,32.32629818,n
Inga_ruiziana,8.5,10,0,7.782328251,n
Inga_ruiziana,8,4,0,31.6650754,n
Inga_ruiziana,7.5,4,0,30.64902495,n
Inga_ruiziana,7.5,4,0,25.85974671,n
Inga_ruiziana,8.5,10,0,44.68018402,n
Inga_ruiziana,7.5,4,0,42.76694635,n
Inga_ruiziana,1.4,5,0,11.79313312,n
Inga_ruiziana,7.5,4,0,26.61732785,n
Inga_ruiziana,8.5,10,0,22.49189026,n
Inga_ruiziana,57.8,4,0,30.84744398,n
Inga_ruiziana,8,4,0,32.62204484,n
Inga_ruiziana,8,4,0,40.01119968,n
Inga_ruiziana,8.5,10,0,9.190788867,n
Inga_ruiziana,7.5,4,0,39.08529775,n
Inga_ruiziana,8,4,0,45.82407398,n
Inga_ruiziana,8,4,0,46.67602393,n
Inga_sertulifera,7.8,10,0,9.702958312,n
Inga_sertulifera,7.8,10,0,44.84434619,n
Inga_sp,3.7,5,0,19.79500279,n
Inga_sp,3.7,5,0,29.5035146,n
Inga_sp,3.7,5,0,22.47363344,n
Inga_sp,3.7,5,0,28.64565009,n
Inga_sp.,1.9,5,0,20.99767235,n
Inga_sp.,1.9,5,0,7.205597656,n
Inga_sp.,1.9,5,0,29.95592929,n
Inga_thibaudiana,16.8,8,0,10.9,n
Inga_thibaudiana,16.8,8,0,43.4612207,n
Inga_thibaudiana,16.8,8,0,38.85607802,n
Inga_thibaudiana,2.1,5,1,14.89936864,n
Inga_tonduzii,1.7,5,0,62.65041963,n
Inga_tonduzii,1.7,5,0,16.22148773,n
Inga_tonduzii,1.7,5,0,53.95915863,n
Inga_tonduzii,1.6,5,0,42.0839081,n
Inga_tonduzii,1.7,10,0,62.65041963,n
Inga_tonduzii,1.7,10,0,23.58137181,n
Inga_tonduzii,1.7,5,0,15.47106008,n
Inga_tonduzii,1.6,5,0,20.50153827,n
Inga_tonduzii,1.7,10,0,53.95915863,n
Inga_tonduzii,1.6,5,0,12.98913547,n
Inga_tonduzii,1.7,5,0,23.58137181,n
Inga_tonduzii,38.9,5,0,17.85078678,n
Inga_tonduzii,1.6,5,0,28.30683663,n
Inga_tonduzii,1.6,5,0,18.2131447,n
Inga_tonduzii,1.6,5,0,11.55301162,n
Inga_tonduzii,1.7,10,0,16.22148773,n
Inga_tonduzii,1.7,10,0,15.47106008,n
Iriartea_deltoidea,17.4,9,1,54.99119823,n
Iriartea_deltoidea,23.3,9,0,38.08551848,n
Ixora_nicaraguensis,2.3,9,0,13.62742199,n
Ixora_nicaraguensis,1.6,9,0,28.30683663,n
Ixora_nicaraguensis,2.3,9,0,41.87514874,n
Ixora_nicaraguensis,1.6,9,0,42.0839081,n
Ixora_nicaraguensis,2.3,9,0,10.77935195,n
Ixora_nicaraguensis,1.6,9,0,12.98913547,n
Ixora_nicaraguensis,2.3,9,0,29.90975761,n
Ixora_nicaraguensis,1.6,9,0,20.50153827,n
Ixora_nicaraguensis,1.6,9,0,11.55301162,n
Ixora_nicaraguensis,1.6,9,0,18.2131447,n
Ixora_nicaraguensis,2.3,9,0,26.81471348,n
Jacaranda_copaia,7.7,4,0,42.40632916,c
Jacaranda_copaia,7.7,4,0,25.86002108,c
Jacaranda_copaia,24.3,8,1,7.058366613,c
Jacaranda_copaia,24.3,4,0,47.05601874,c
Jacaranda_copaia,7.7,4,0,23.81697924,c
Jacaranda_copaia,7.7,4,0,18.53780909,c
Jacaratia_dolichaula,11.2,9,0,61.45535371,n
Jacaratia_dolichaula,23.8,4,0,21.09011617,n
Jacaratia_dolichaula,5.2,9,0,28.0904217,n
Jacaratia_dolichaula,5.2,9,0,7.706454871,n
Jacaratia_dolichaula,5.2,9,0,22.16036955,n
Jacaratia_dolichaula,11.2,9,0,25.54295206,n
Jacaratia_dolichaula,11.2,9,0,25.61807642,n
Jacaratia_dolichaula,9.6,9,0,44.94966018,n
Jacaratia_dolichaula,11.2,9,0,24.48561799,n
Jacaratia_dolichaula,6.5,6,0,25.48283272,n
Jacaratia_dolichaula,6.5,6,0,37.51389546,n
Jacaratia_dolichaula,6.5,6,0,24.56053837,n
Jacaratia_dolichaula,9.6,9,0,27.13782,n
Jacaratia_dolichaula,5.2,9,0,20.51048471,n
Jacaratia_dolichaula,6.5,6,0,39.72867892,n
Jacaratia_dolichaula,9.6,9,0,16.69915208,n
Lacistema_aggregatum,8.8,1,0,8.438854099,n
Lacistema_aggregatum,18.4,4,0,42.3127274,n
Lacistema_aggregatum,8.8,1,0,30.44530373,n
Lacistema_aggregatum,5.5,9,0,26.5615902,n
Lacistema_aggregatum,5.5,9,0,40.13896301,n
Lacistema_aggregatum,8.8,1,0,35.43585755,n
Lacistema_aggregatum,5.5,9,0,32.3466422,n
Lacistema_aggregatum,5.5,9,0,18.04954873,n
Lacistema_aggregatum,5.5,9,0,10.49374149,n
Lacmellea_panamensis,47.5,1,1,40.2432501,n
Lacunaria_panamensis,5.8,9,0,34.70242064,n
